GKZ,Gebietsname,Wahlbe-rechtigte,Stimmen,Unnamed: 4,Unnamed: 5,ÖVP,%,SPÖ,%.1,FPÖ,%.2,NEOS,%.3,JETZT,%.4,GRÜNE,%.5,KPÖ,%.6,WANDL,%.7,BZÖ,%.8,BIER,%.9,CPÖ,%.10,GILT,%.11,SLP,%.12
G32306,Bad Erlach,2513.0,1724,34,1690,756.0,44.73372781065088,328.0,19.40828402366864,320.0,18.93491124260355,122.0,7.218934911242604,32.0,1.8934911242603552,123.0,7.27810650887574,1.0,0.0591715976331361,8.0,0.4733727810650888,,0.0,,0.0,,0.0,,0.0,,0.0
G32307,Felixdorf,3231.0,2151,26,2125,654.0,30.776470588235295,725.0,34.11764705882353,413.0,19.435294117647057,117.0,5.5058823529411764,31.0,1.4588235294117646,160.0,7.529411764705881,17.0,0.8,8.0,0.3764705882352941,,0.0,,0.0,,0.0,,0.0,,0.0
G32308,Gutenstein,1030.0,675,11,664,305.0,45.933734939759034,121.0,18.22289156626506,128.0,19.27710843373494,35.0,5.271084337349398,14.0,2.108433734939759,49.0,7.379518072289157,4.0,0.6024096385542169,8.0,1.2048192771084338,,0.0,,0.0,,0.0,,0.0,,0.0
G32309,Hochneukirchen-Gschaidt,1398.0,1074,21,1053,628.0,59.63912630579298,105.0,9.971509971509972,221.0,20.98765432098765,39.0,3.7037037037037033,7.0,0.6647673314339981,51.0,4.843304843304843,2.0,0.1899335232668566,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32310,Hochwolkersdorf,848.0,640,7,633,322.0,50.86887835703001,149.0,23.538704581358612,96.0,15.165876777251185,21.0,3.3175355450236967,7.0,1.1058451816745656,36.0,5.687203791469194,0.0,0.0,2.0,0.315955766192733,,0.0,,0.0,,0.0,,0.0,,0.0
G32311,Hohe Wand,1128.0,794,7,787,391.0,49.68233799237611,105.0,13.341804320203304,148.0,18.80559085133418,65.0,8.259212198221093,6.0,0.7623888182973316,68.0,8.640406607369759,4.0,0.5082592121982211,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32312,Hollenthon,820.0,660,23,637,383.0,60.12558869701727,72.0,11.302982731554161,120.0,18.83830455259027,33.0,5.180533751962323,6.0,0.9419152276295133,21.0,3.296703296703297,1.0,0.15698587127158556,1.0,0.15698587127158556,,0.0,,0.0,,0.0,,0.0,,0.0
G32313,Katzelsdorf,2594.0,1812,21,1791,754.0,42.099385817978785,284.0,15.857063093243998,302.0,16.862088218872138,166.0,9.268565047459521,32.0,1.786711334450028,240.0,13.400335008375208,8.0,0.446677833612507,5.0,0.27917364600781686,,0.0,,0.0,,0.0,,0.0,,0.0
G32314,Kirchschlag in der Buckligen Welt,2329.0,1784,35,1749,1087.0,62.14979988564894,150.0,8.576329331046312,296.0,16.923956546598056,86.0,4.9170954831332185,21.0,1.2006861063464835,97.0,5.546026300743282,7.0,0.4002287021154946,5.0,0.2858776443682104,,0.0,,0.0,,0.0,,0.0,,0.0
G32315,Krumbach,1873.0,1432,23,1409,821.0,58.268275372604684,154.0,10.929737402413059,259.0,18.381831085876506,83.0,5.8907026259758695,9.0,0.63875088715401,74.0,5.25195173882186,5.0,0.35486160397444994,4.0,0.28388928317955997,,0.0,,0.0,,0.0,,0.0,,0.0
G32316,Lanzenkirchen,3108.0,2192,42,2150,800.0,37.2093023255814,468.0,21.767441860465116,495.0,23.02325581395349,124.0,5.767441860465116,35.0,1.627906976744186,204.0,9.488372093023257,12.0,0.5581395348837209,12.0,0.5581395348837209,,0.0,,0.0,,0.0,,0.0,,0.0
G32317,Lichtenegg,870.0,631,25,606,401.0,66.17161716171617,31.0,5.115511551155116,80.0,13.2013201320132,48.0,7.920792079207921,4.0,0.6600660066006601,39.0,6.435643564356436,1.0,0.16501650165016502,2.0,0.33003300330033003,,0.0,,0.0,,0.0,,0.0,,0.0
G32318,Lichtenwörth,2164.0,1439,17,1422,522.0,36.708860759493675,361.0,25.386779184247537,321.0,22.573839662447256,73.0,5.133614627285513,24.0,1.6877637130801686,106.0,7.454289732770746,6.0,0.42194092827004215,9.0,0.6329113924050633,,0.0,,0.0,,0.0,,0.0,,0.0
G32319,Markt Piesting,2226.0,1560,20,1540,645.0,41.883116883116884,229.0,14.870129870129869,286.0,18.571428571428573,150.0,9.740259740259742,31.0,2.012987012987013,176.0,11.428571428571429,16.0,1.0389610389610389,7.0,0.45454545454545453,,0.0,,0.0,,0.0,,0.0,,0.0
G32320,Matzendorf-Hölles,1658.0,1150,20,1130,508.0,44.955752212389385,215.0,19.02654867256637,255.0,22.566371681415927,69.0,6.106194690265487,15.0,1.3274336283185841,57.0,5.04424778761062,7.0,0.6194690265486725,4.0,0.35398230088495575,,0.0,,0.0,,0.0,,0.0,,0.0
G32321,Miesenbach,553.0,406,3,403,213.0,52.853598014888334,61.0,15.136476426799009,78.0,19.35483870967742,22.0,5.459057071960298,2.0,0.49627791563275436,26.0,6.451612903225806,0.0,0.0,1.0,0.24813895781637718,,0.0,,0.0,,0.0,,0.0,,0.0
G32322,Muggendorf,427.0,336,9,327,162.0,49.54128440366973,46.0,14.067278287461773,62.0,18.960244648318042,20.0,6.116207951070336,2.0,0.6116207951070336,29.0,8.868501529051988,4.0,1.2232415902140672,2.0,0.6116207951070336,,0.0,,0.0,,0.0,,0.0,,0.0
G32323,Pernitz,1916.0,1299,20,1279,417.0,32.60359655981235,307.0,24.00312744331509,277.0,21.657544956997654,82.0,6.411258795934324,31.0,2.4237685691946833,155.0,12.118842845973417,3.0,0.23455824863174357,7.0,0.547302580140735,,0.0,,0.0,,0.0,,0.0,,0.0
G32324,Rohr im Gebirge,368.0,259,6,253,149.0,58.89328063241107,34.0,13.438735177865613,42.0,16.600790513833992,9.0,3.557312252964427,2.0,0.7905138339920948,17.0,6.719367588932807,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32325,Bromberg,956.0,713,12,701,409.0,58.345221112696144,81.0,11.554921540656206,121.0,17.261055634807416,40.0,5.706134094151213,5.0,0.7132667617689016,39.0,5.563480741797433,1.0,0.14265335235378032,5.0,0.7132667617689016,,0.0,,0.0,,0.0,,0.0,,0.0
G32326,Schwarzenbach,773.0,594,13,581,249.0,42.857142857142854,194.0,33.3907056798623,102.0,17.555938037865747,12.0,2.0654044750430294,4.0,0.6884681583476765,15.0,2.5817555938037864,1.0,0.17211703958691912,4.0,0.6884681583476765,,0.0,,0.0,,0.0,,0.0,,0.0
G32327,Sollenau,3876.0,2566,28,2538,802.0,31.599684791174155,727.0,28.644602048857372,639.0,25.177304964539005,137.0,5.397951142631994,43.0,1.69424743892829,167.0,6.579984239558708,14.0,0.5516154452324665,9.0,0.3546099290780142,,0.0,,0.0,,0.0,,0.0,,0.0
G32330,Theresienfeld,2452.0,1612,20,1592,521.0,32.72613065326633,433.0,27.198492462311556,369.0,23.178391959798994,105.0,6.595477386934673,28.0,1.7587939698492463,118.0,7.4120603015075375,9.0,0.5653266331658292,9.0,0.5653266331658292,,0.0,,0.0,,0.0,,0.0,,0.0
G32331,Waidmannsfeld,1252.0,885,20,865,274.0,31.676300578034684,302.0,34.91329479768786,140.0,16.184971098265898,64.0,7.398843930635839,16.0,1.8497109826589597,56.0,6.473988439306358,4.0,0.46242774566473993,9.0,1.0404624277456647,,0.0,,0.0,,0.0,,0.0,,0.0
G32332,Waldegg,1498.0,1017,13,1004,397.0,39.54183266932271,247.0,24.60159362549801,179.0,17.828685258964143,57.0,5.677290836653386,13.0,1.294820717131474,96.0,9.56175298804781,10.0,0.9960159362549801,5.0,0.49800796812749004,,0.0,,0.0,,0.0,,0.0,,0.0
G32333,Walpersbach,916.0,676,16,660,309.0,46.81818181818182,146.0,22.12121212121212,105.0,15.909090909090908,39.0,5.909090909090909,10.0,1.5151515151515151,46.0,6.969696969696971,3.0,0.45454545454545453,2.0,0.30303030303030304,,0.0,,0.0,,0.0,,0.0,,0.0
G32334,Weikersdorf am Steinfelde,866.0,667,7,660,338.0,51.21212121212121,77.0,11.666666666666666,143.0,21.666666666666668,43.0,6.515151515151516,6.0,0.9090909090909091,48.0,7.2727272727272725,4.0,0.6060606060606061,1.0,0.15151515151515152,,0.0,,0.0,,0.0,,0.0,,0.0
G32335,Wiesmath,1251.0,960,19,941,524.0,55.685441020191284,142.0,15.090329436769395,184.0,19.55366631243358,36.0,3.825717321997875,9.0,0.9564293304994688,39.0,4.1445270988310305,4.0,0.4250797024442083,3.0,0.3188097768331562,,0.0,,0.0,,0.0,,0.0,,0.0
G32336,Winzendorf-Muthmannsdorf,1509.0,1004,14,990,417.0,42.12121212121212,169.0,17.07070707070707,182.0,18.383838383838384,90.0,9.090909090909092,24.0,2.4242424242424243,99.0,10.0,5.0,0.5050505050505051,4.0,0.40404040404040403,,0.0,,0.0,,0.0,,0.0,,0.0
G32337,Wöllersdorf-Steinabrückl,3420.0,2202,29,2173,767.0,35.296824666359875,428.0,19.696272434422458,595.0,27.381500230096638,155.0,7.13299585826047,40.0,1.840773124712379,165.0,7.5931891394385636,9.0,0.41417395306028537,14.0,0.6442705936493327,,0.0,,0.0,,0.0,,0.0,,0.0
G32338,Zillingdorf,1636.0,1179,15,1164,405.0,34.79381443298969,297.0,25.51546391752577,262.0,22.508591065292098,80.0,6.872852233676976,19.0,1.632302405498282,86.0,7.3883161512027495,11.0,0.9450171821305842,4.0,0.3436426116838488,,0.0,,0.0,,0.0,,0.0,,0.0
G32399,Wahlkarten - Wiener Neustadt Land,0.0,6060,68,5992,2366.0,39.48598130841122,1262.0,21.061415220293725,939.0,15.670894526034711,521.0,8.694926568758344,95.0,1.5854472630173564,734.0,12.249666221628837,23.0,0.38384512683578104,52.0,0.8678237650200267,,0.0,,0.0,,0.0,,0.0,,0.0
G32500,Zwettl,35413.0,29412,579,28833,16623.0,57.652689626469666,3305.0,11.462560260812264,4852.0,16.827940207401245,1660.0,5.757291991814935,283.0,0.9815142371588111,1928.0,6.68678250615614,93.0,0.32254708146914995,89.0,0.3086740887177886,,0.0,,0.0,,0.0,,0.0,,0.0
G32501,Allentsteig,1563.0,1032,22,1010,514.0,50.89108910891089,148.0,14.653465346534652,240.0,23.762376237623762,49.0,4.851485148514851,12.0,1.188118811881188,43.0,4.257425742574258,2.0,0.19801980198019803,2.0,0.19801980198019803,,0.0,,0.0,,0.0,,0.0,,0.0
G32502,Arbesbach,1369.0,1032,33,999,670.0,67.06706706706707,62.0,6.206206206206207,148.0,14.814814814814813,51.0,5.105105105105105,4.0,0.40040040040040037,59.0,5.905905905905906,2.0,0.20020020020020018,3.0,0.3003003003003003,,0.0,,0.0,,0.0,,0.0,,0.0
G32503,Bärnkopf,304.0,240,4,236,74.0,31.35593220338983,105.0,44.49152542372881,41.0,17.372881355932204,6.0,2.5423728813559325,3.0,1.2711864406779663,4.0,1.694915254237288,3.0,1.2711864406779663,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32504,Echsenbach,1031.0,764,9,755,469.0,62.11920529801325,78.0,10.331125827814569,126.0,16.688741721854306,30.0,3.9735099337748347,8.0,1.0596026490066226,38.0,5.033112582781457,2.0,0.26490066225165565,4.0,0.5298013245033113,,0.0,,0.0,,0.0,,0.0,,0.0
G32505,Göpfritz an der Wild,1539.0,1109,19,1090,566.0,51.92660550458715,168.0,15.412844036697248,246.0,22.568807339449542,42.0,3.853211009174312,9.0,0.8256880733944955,57.0,5.229357798165138,2.0,0.1834862385321101,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32506,Grafenschlag,704.0,527,15,512,320.0,62.5,48.0,9.375,88.0,17.1875,28.0,5.46875,4.0,0.78125,22.0,4.296875,0.0,0.0,2.0,0.390625,,0.0,,0.0,,0.0,,0.0,,0.0
G32508,Groß Gerungs,3735.0,2743,66,2677,1685.0,62.94359357489727,268.0,10.01120657452372,437.0,16.32424355621965,118.0,4.407919312663429,23.0,0.8591707134852448,126.0,4.706761299962644,12.0,0.44826298094882333,8.0,0.2988419872992156,,0.0,,0.0,,0.0,,0.0,,0.0
G32509,Großgöttfritz,1150.0,871,15,856,483.0,56.425233644859816,81.0,9.462616822429906,211.0,24.649532710280376,33.0,3.8551401869158877,6.0,0.7009345794392523,39.0,4.55607476635514,0.0,0.0,3.0,0.35046728971962615,,0.0,,0.0,,0.0,,0.0,,0.0
G32511,Gutenbrunn,442.0,327,7,320,131.0,40.9375,105.0,32.8125,55.0,17.1875,17.0,5.3125,3.0,0.9375,8.0,2.5,1.0,0.3125,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32514,Kirchschlag,536.0,406,8,398,233.0,58.5427135678392,47.0,11.809045226130653,88.0,22.110552763819097,14.0,3.5175879396984926,3.0,0.7537688442211055,11.0,2.763819095477387,0.0,0.0,2.0,0.5025125628140703,,0.0,,0.0,,0.0,,0.0,,0.0
G32515,Kottes-Purk,1222.0,860,23,837,521.0,62.24611708482676,100.0,11.947431302270012,125.0,14.934289127837516,28.0,3.345280764635603,6.0,0.7168458781362007,50.0,5.973715651135006,5.0,0.5973715651135006,2.0,0.23894862604540024,,0.0,,0.0,,0.0,,0.0,,0.0
G32516,Langschlag,1434.0,1051,33,1018,579.0,56.8762278978389,135.0,13.261296660117877,203.0,19.94106090373281,42.0,4.12573673870334,12.0,1.1787819253438114,40.0,3.9292730844793713,6.0,0.5893909626719057,1.0,0.09823182711198428,,0.0,,0.0,,0.0,,0.0,,0.0
G32517,Martinsberg,907.0,655,14,641,370.0,57.72230889235569,97.0,15.132605304212168,118.0,18.408736349453978,19.0,2.9641185647425896,7.0,1.0920436817472698,24.0,3.74414976599064,4.0,0.62402496099844,2.0,0.31201248049922,,0.0,,0.0,,0.0,,0.0,,0.0
G32518,Ottenschlag,843.0,607,13,594,338.0,56.9023569023569,66.0,11.11111111111111,119.0,20.033670033670035,38.0,6.397306397306397,3.0,0.5050505050505051,28.0,4.713804713804714,0.0,0.0,2.0,0.33670033670033667,,0.0,,0.0,,0.0,,0.0,,0.0
G32519,Altmelon,714.0,547,11,536,329.0,61.38059701492538,43.0,8.022388059701493,120.0,22.388059701492537,22.0,4.104477611940299,4.0,0.7462686567164178,13.0,2.425373134328358,2.0,0.3731343283582089,3.0,0.5597014925373134,,0.0,,0.0,,0.0,,0.0,,0.0
G32520,Pölla,773.0,540,11,529,297.0,56.14366729678639,54.0,10.207939508506616,132.0,24.95274102079395,18.0,3.402646502835539,6.0,1.1342155009451798,19.0,3.5916824196597354,1.0,0.1890359168241966,2.0,0.3780718336483932,,0.0,,0.0,,0.0,,0.0,,0.0
G32521,Rappottenstein,1430.0,1023,27,996,579.0,58.13253012048193,81.0,8.132530120481928,169.0,16.967871485943775,85.0,8.53413654618474,7.0,0.7028112449799196,65.0,6.526104417670683,5.0,0.5020080321285141,5.0,0.5020080321285141,,0.0,,0.0,,0.0,,0.0,,0.0
G32522,Sallingberg,1053.0,746,16,730,441.0,60.41095890410959,63.0,8.63013698630137,149.0,20.410958904109588,40.0,5.47945205479452,3.0,0.410958904109589,29.0,3.9726027397260277,3.0,0.410958904109589,2.0,0.273972602739726,,0.0,,0.0,,0.0,,0.0,,0.0
G32523,Schönbach,667.0,494,12,482,322.0,66.80497925311202,39.0,8.091286307053942,80.0,16.59751037344398,21.0,4.356846473029045,0.0,0.0,18.0,3.7344398340248963,2.0,0.4149377593360996,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32524,Schwarzenau,1267.0,935,16,919,430.0,46.78998911860718,223.0,24.26550598476605,152.0,16.539717083786726,47.0,5.114254624591948,5.0,0.544069640914037,57.0,6.2023939064200215,1.0,0.1088139281828074,4.0,0.4352557127312296,,0.0,,0.0,,0.0,,0.0,,0.0
G32525,Schweiggers,1640.0,1236,13,1223,863.0,70.5641864268193,53.0,4.333605887162715,209.0,17.089125102207685,53.0,4.333605887162715,7.0,0.5723630417007358,35.0,2.8618152085036797,3.0,0.24529844644317253,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
G32528,Bad Traunstein,833.0,625,8,617,380.0,61.58833063209076,57.0,9.238249594813615,90.0,14.58670988654781,35.0,5.6726094003241485,3.0,0.48622366288492713,48.0,7.779578606158834,2.0,0.3241491085899514,2.0,0.3241491085899514,,0.0,,0.0,,0.0,,0.0,,0.0
G32529,Waldhausen,1005.0,741,10,731,431.0,58.96032831737345,79.0,10.807113543091655,123.0,16.82626538987688,45.0,6.155950752393981,9.0,1.231190150478796,42.0,5.745554035567715,1.0,0.13679890560875513,1.0,0.13679890560875513,,0.0,,0.0,,0.0,,0.0,,0.0
G32530,Zwettl-Niederösterreich,9252.0,6214,124,6090,3567.0,58.57142857142858,612.0,10.049261083743842,860.0,14.12151067323481,424.0,6.962233169129721,80.0,1.3136288998357963,513.0,8.423645320197044,16.0,0.2627257799671593,18.0,0.2955665024630542,,0.0,,0.0,,0.0,,0.0,,0.0
G32599,Wahlkarten - Zwettl,0.0,4087,50,4037,2031.0,50.30963586821897,493.0,12.212038642556355,523.0,12.955164726281893,355.0,8.793658657418876,56.0,1.3871686896210056,540.0,13.376269507059698,18.0,0.4458756502353232,21.0,0.5201882586078771,,0.0,,0.0,,0.0,,0.0,,0.0
G40000,Oberösterreich,1104436.0,858039,12943,845096,310611.0,36.75452256311709,187173.0,22.148134649791267,147873.0,17.49777540066454,61853.0,7.319050143415659,12451.0,1.4733237407347803,115983.0,13.72423961301438,4750.0,0.5620663214593371,4092.0,0.4842053447182332,,0.0,,0.0,,0.0,,0.0,310.0,0.03668222308471464
G40099,Wahlkarten - Oberösterreich (ungültig nicht zuordenbar),0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G4A000,Linz und Umgebung,245789.0,181540,2029,179511,49869.0,27.780470277587444,49991.0,27.84843268657631,27420.0,15.274829954710295,15369.0,8.561592325818474,3357.0,1.8700803850460417,31023.0,17.281949295586344,1389.0,0.7737687384060029,1000.0,0.5570689261382311,,0.0,,0.0,,0.0,,0.0,93.0,0.0518074101308555
G4A099,Wahlkarten Linz und Umgebung,0.0,1110,5,1105,252.0,22.805429864253394,169.0,15.294117647058824,93.0,8.416289592760181,171.0,15.475113122171946,31.0,2.805429864253394,377.0,34.11764705882353,6.0,0.5429864253393665,6.0,0.5429864253393665,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G4B000,Innviertel,167189.0,126764,1865,124899,54648.0,43.75375303245022,19734.0,15.799966372829246,27322.0,21.875275222379685,7663.0,6.1353573687539535,1465.0,1.1729477417753547,12882.0,10.313933658395984,605.0,0.4843913882416993,554.0,0.4435583951833081,,0.0,,0.0,,0.0,,0.0,26.0,0.020816819990552366
G4B099,Wahlkarten - Innviertel,0.0,379,3,376,75.0,19.9468085106383,49.0,13.031914893617023,37.0,9.840425531914894,69.0,18.351063829787233,10.0,2.6595744680851063,124.0,32.97872340425532,4.0,1.0638297872340425,8.0,2.127659574468085,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G4C000,Hausruckviertel,273379.0,213202,3510,209692,77480.0,36.94943059344181,43537.0,20.76235621769071,40697.0,19.407988859851592,15508.0,7.3956087976651474,3044.0,1.4516529004444614,27377.0,13.055815195620243,1009.0,0.481181923964672,982.0,0.4683058962669058,,0.0,,0.0,,0.0,,0.0,58.0,0.02765961505446083
G4C099,Wahlkarten - Hausruckviertel,0.0,662,8,654,145.0,22.171253822629968,68.0,10.397553516819572,56.0,8.56269113149847,102.0,15.59633027522936,26.0,3.9755351681957185,247.0,37.76758409785933,5.0,0.764525993883792,5.0,0.764525993883792,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G4D000,Traunviertel,197070.0,154052,2399,151653,53475.0,35.26141916084746,38208.0,25.194358172934265,25233.0,16.638642163359776,10620.0,7.002828826333801,2351.0,1.5502495829294507,20074.0,13.236797161942066,856.0,0.5644464666046831,771.0,0.5083974599909002,,0.0,,0.0,,0.0,,0.0,65.0,0.04286100505759859
G4D099,Wahlkarten - Traunviertel,0.0,608,4,604,140.0,23.178807947019866,75.0,12.417218543046356,62.0,10.264900662251655,88.0,14.56953642384106,22.0,3.642384105960265,199.0,32.94701986754967,8.0,1.3245033112582782,10.0,1.6556291390728477,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G4E000,Mühlviertel,221009.0,182480,3139,179341,75139.0,41.89727948433431,35703.0,19.907884978894955,27201.0,15.167195454469418,12693.0,7.077578467835018,2234.0,1.245671653442325,24627.0,13.731940827808476,891.0,0.4968189092287877,785.0,0.43771362934298347,,0.0,,0.0,,0.0,,0.0,68.0,0.037916594643723406
G4E099,Wahlkarten - Mühlviertel,0.0,609,9,600,136.0,22.666666666666664,71.0,11.833333333333334,57.0,9.5,78.0,13.0,24.0,4.0,227.0,37.833333333333336,4.0,0.6666666666666667,1.0,0.16666666666666669,,0.0,,0.0,,0.0,,0.0,2.0,0.33333333333333337
G40100,Linz Stadt,138154.0,97157,957,96200,24043.0,24.992723492723492,27416.0,28.4989604989605,13464.0,13.995841995841996,8201.0,8.524948024948024,2066.0,2.1476091476091472,19356.0,20.12058212058212,968.0,1.006237006237006,622.0,0.6465696465696466,,0.0,,0.0,,0.0,,0.0,64.0,0.06652806652806653
G40101,Linz,138154.0,73739,800,72939,18256.0,25.029133933835123,21794.0,29.879762541301634,11252.0,15.426589341778746,5561.0,7.624179108570176,1682.0,2.3060365510906373,13188.0,18.080862090239787,738.0,1.0118043844856661,418.0,0.5730816161449979,,0.0,,0.0,,0.0,,0.0,50.0,0.06855043255322942
G40199,Wahlkarten - Linz Stadt,0.0,23418,157,23261,5787.0,24.878552082885516,5622.0,24.169210266110657,2212.0,9.509479386096901,2640.0,11.349469068397747,384.0,1.6508318644942177,6168.0,26.516486823438374,230.0,0.988779502171016,204.0,0.8770044280125532,,0.0,,0.0,,0.0,,0.0,14.0,0.06018657839301836
G40200,Steyr Stadt,27006.0,19588,243,19345,4573.0,23.639183251486173,6975.0,36.05582837942621,3300.0,17.058671491341432,1101.0,5.69139312483846,362.0,1.8712845696562417,2770.0,14.318945463944171,155.0,0.8012406306539157,100.0,0.5169294391315585,,0.0,,0.0,,0.0,,0.0,9.0,0.046523649521840266
G40201,Steyr,27006.0,16521,226,16295,3774.0,23.160478674440014,6058.0,37.17704817428659,2959.0,18.158944461491256,835.0,5.1242712488493405,309.0,1.8962872046640071,2137.0,13.114452285977293,133.0,0.816201288738877,81.0,0.4970849953973611,,0.0,,0.0,,0.0,,0.0,9.0,0.05523166615526235
G40299,Wahlkarten - Steyr Stadt,0.0,3067,17,3050,799.0,26.196721311475407,917.0,30.065573770491806,341.0,11.180327868852459,266.0,8.721311475409836,53.0,1.737704918032787,633.0,20.75409836065574,22.0,0.7213114754098361,19.0,0.6229508196721312,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40300,Wels Stadt,39157.0,27272,369,26903,7339.0,27.279485559231315,7651.0,28.43920752332454,5322.0,19.7821804259748,2020.0,7.50845630598818,412.0,1.5314277218154109,3853.0,14.32182284503587,171.0,0.6356168457049399,129.0,0.47950042746162136,,0.0,,0.0,,0.0,,0.0,6.0,0.022302345463331225
G40301,Wels,39157.0,22631,342,22289,5923.0,26.573646193189465,6614.0,29.673830140428016,4636.0,20.799497509982505,1559.0,6.994481582843555,360.0,1.6151464848131365,2929.0,13.141011261160212,156.0,0.6998968100856925,107.0,0.4800574274305711,,0.0,,0.0,,0.0,,0.0,5.0,0.02243259006684912
G40399,Wahlkarten - Wels Stadt,0.0,4641,27,4614,1416.0,30.689206762028608,1037.0,22.47507585609016,686.0,14.867793671434764,461.0,9.9913307325531,52.0,1.1270047680970958,924.0,20.026007802340704,15.0,0.3250975292587776,22.0,0.4768097095795405,,0.0,,0.0,,0.0,,0.0,1.0,0.021673168617251843
G40400,Braunau am Inn,76045.0,55816,865,54951,23970.0,43.620680242397775,9335.0,16.987861913340975,11462.0,20.85858310130844,3349.0,6.094520572874015,734.0,1.3357354734217757,5529.0,10.061691324998636,289.0,0.5259230951211079,266.0,0.4840676238830959,,0.0,,0.0,,0.0,,0.0,17.0,0.03093665265418282
G40401,Altheim,3770.0,2356,42,2314,885.0,38.245462402765774,478.0,20.65687121866897,599.0,25.885911840968024,121.0,5.229040622299049,26.0,1.1235955056179776,179.0,7.735522904062229,11.0,0.47536732929991354,14.0,0.6050129645635264,,0.0,,0.0,,0.0,,0.0,1.0,0.043215211754537596
G40402,Aspach,1998.0,1176,16,1160,594.0,51.206896551724135,140.0,12.068965517241379,293.0,25.25862068965517,43.0,3.706896551724138,14.0,1.206896551724138,69.0,5.948275862068965,5.0,0.43103448275862066,2.0,0.1724137931034483,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40403,Auerbach,449.0,312,5,307,148.0,48.20846905537459,20.0,6.514657980456026,91.0,29.64169381107492,17.0,5.537459283387622,2.0,0.6514657980456027,28.0,9.120521172638437,1.0,0.32573289902280134,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40404,Braunau am Inn,11603.0,6271,85,6186,1960.0,31.684448755253797,1555.0,25.137407048173294,1220.0,19.721952796637567,349.0,5.641771742644681,127.0,2.0530229550598125,898.0,14.516650501131586,31.0,0.5011315874555448,43.0,0.6951180084060782,,0.0,,0.0,,0.0,,0.0,3.0,0.04849660523763337
G40405,Burgkirchen,2080.0,1326,21,1305,621.0,47.58620689655172,179.0,13.71647509578544,290.0,22.22222222222222,71.0,5.440613026819923,12.0,0.9195402298850575,124.0,9.50191570881226,4.0,0.30651340996168586,4.0,0.30651340996168586,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40406,Eggelsberg,1852.0,1095,19,1076,485.0,45.07434944237918,140.0,13.011152416356877,256.0,23.79182156133829,79.0,7.342007434944238,13.0,1.20817843866171,88.0,8.178438661710038,8.0,0.7434944237918215,7.0,0.6505576208178439,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40407,Feldkirchen bei Mattighofen,1604.0,1074,15,1059,513.0,48.44192634560906,101.0,9.537299338999055,300.0,28.328611898016998,39.0,3.6827195467422094,8.0,0.7554296506137866,91.0,8.593012275731821,2.0,0.18885741265344666,5.0,0.4721435316336166,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40408,Franking,780.0,440,7,433,212.0,48.96073903002309,40.0,9.237875288683602,88.0,20.323325635103924,29.0,6.697459584295612,8.0,1.8475750577367205,50.0,11.547344110854503,4.0,0.9237875288683602,2.0,0.4618937644341801,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40409,Geretsberg,873.0,550,6,544,289.0,53.125,51.0,9.375,120.0,22.058823529411764,39.0,7.169117647058823,4.0,0.7352941176470588,35.0,6.4338235294117645,3.0,0.5514705882352942,3.0,0.5514705882352942,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40410,Gilgenberg am Weilhart,1041.0,658,6,652,345.0,52.91411042944786,56.0,8.588957055214724,161.0,24.69325153374233,42.0,6.441717791411043,2.0,0.3067484662576687,42.0,6.441717791411043,1.0,0.15337423312883436,3.0,0.4601226993865031,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40411,Haigermoos,486.0,327,5,322,174.0,54.037267080745345,36.0,11.180124223602485,60.0,18.633540372670808,14.0,4.3478260869565215,6.0,1.8633540372670807,30.0,9.316770186335404,2.0,0.6211180124223602,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
G40412,Handenberg,1024.0,691,14,677,369.0,54.505169867060566,62.0,9.15805022156573,135.0,19.940915805022154,38.0,5.612998522895126,8.0,1.1816838995568686,54.0,7.976366322008863,6.0,0.8862629246676514,5.0,0.7385524372230428,,0.0,,0.0,,0.0,,0.0,0.0,0.0
